Symbol,Name,Country,IPO Year,Volume,Sector,Industry
rsss,Research Solutions Inc,United States,NA,16048,Technology,Retail: Computer Software & Peripheral Equipment
rsva,Rodgers Silicon Valley Acquisition Corp.,United States,2021,54237,NA,NA
ruby,Rubius Therapeutics Inc.,United States,2018,864393,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
rusha,Rush Enterprises Inc. Cl A,United States,NA,453279,Consumer Services,Other Specialty Stores
ruth,Ruth's Hospitality Group Inc.,United States,2005,176221,Consumer Services,Restaurants
rvmd,Revolution Medicines Inc.,United States,2020,351435,Consumer Durables,Specialty Chemicals
rvnc,Revance Therapeutics Inc.,United States,2014,560132,Health Care,Major Pharmaceuticals
rvph,Reviva Pharmaceuticals Holdings Inc.,United States,2020,17917,Health Care,Major Pharmaceuticals
rvsb,Riverview Bancorp Inc,United States,NA,141122,Finance,Major Banks
rxdx,Prometheus Biosciences Inc.,United States,2021,119061,Health Care,Major Pharmaceuticals
rxrx,Recursion Pharmaceuticals Inc. Class A,United States,2021,273609,Health Care,Major Pharmaceuticals
rxt,Rackspace Technology Inc.,United States,2020,645508,Technology,EDP Services
rytm,Rhythm Pharmaceuticals Inc.,United States,2017,169220,Health Care,Major Pharmaceuticals
rzlt,Rezolute Inc.,United States,NA,8592,Health Care,Major Pharmaceuticals
sabr,Sabre Corporation,United States,2014,4660877,Technology,EDP Services
safm,Sanderson Farms Inc.,United States,1987,190648,NA,NA
saft,Safety Insurance Group Inc.,United States,2002,48426,Finance,Property-Casualty Insurers
sage,Sage Therapeutics Inc.,United States,2014,358335,Health Care,Major Pharmaceuticals
saia,Saia Inc.,United States,NA,112596,Transportation,Trucking Freight/Courier Services
saii,Software Acquisition Group Inc. II Class A,United States,2020,87617,NA,NA
sal,Salisbury Bancorp Inc.,United States,NA,9776,Finance,Savings Institutions
salm,Salem Media Group Inc. Class A,United States,1999,433768,Consumer Services,Broadcasting
samg,Silvercrest Asset Management Group Inc. Class A,United States,2013,18023,Finance,Investment Managers
sana,Sana Biotechnology Inc.,United States,2021,322838,Consumer Durables,Specialty Chemicals
sanm,Sanmina Corporation,United States,1993,264505,Technology,Electrical Products
sanw,S&W Seed Company (NV),United States,NA,20445,NA,NA
sasr,Sandy Spring Bancorp Inc.,United States,NA,147332,Finance,Major Banks
sats,EchoStar  Corporation,United States,NA,327931,Technology,Radio And Television Broadcasting And Communications Equipment
sava,Cassava Sciences Inc.,United States,NA,2051816,Health Care,Major Pharmaceuticals
sbac,SBA Communications Corporation Class A,United States,1999,667392,Consumer Services,Real Estate Investment Trusts
sbcf,Seacoast Banking Corporation of Florida,United States,NA,273943,Finance,Major Banks
sbfg,SB Financial Group Inc.,United States,NA,17476,Finance,Major Banks
sbgi,Sinclair Broadcast Group Inc. Class A,United States,1995,359390,Consumer Services,Broadcasting
sbny,Signature Bank,United States,2004,905891,Finance,Major Banks
sbra,Sabra Health Care REIT Inc.,United States,NA,1157583,Consumer Services,Real Estate Investment Trusts
sbsi,Southside Bancshares Inc.,United States,NA,130324,Finance,Major Banks
sbt,Sterling Bancorp Inc.,United States,2017,87599,Finance,Savings Institutions
sbtx,Silverback Therapeutics Inc.,United States,2020,98365,Consumer Durables,Specialty Chemicals
sbux,Starbucks Corporation,United States,1992,4555110,NA,NA
schl,Scholastic Corporation,United States,1992,187974,Consumer Services,Books
schn,Schnitzer Steel Industries Inc. Class A,United States,1993,247703,Basic Industries,Steel/Iron Ore
sckt,Socket Mobile Inc.,United States,NA,429135,Technology,Computer Manufacturing
scor,comScore Inc.,United States,2018,262091,Technology,Advertising
scph,scPharmaceuticals Inc.,United States,2017,91282,Health Care,Major Pharmaceuticals
scpl,SciPlay Corporation Class A,United States,2019,432440,Technology,Computer Software: Prepackaged Software
scps,Scopus BioPharma Inc.,United States,2020,10141,Health Care,Major Pharmaceuticals
scsc,ScanSource Inc.,United States,NA,72497,Technology,Retail: Computer Software & Peripheral Equipment
scvl,Shoe Carnival Inc.,United States,1993,85869,Consumer Services,Clothing/Shoe/Accessory Stores
scwx,SecureWorks Corp. Class A,United States,2016,39236,Technology,EDP Services
scyx,SCYNEXIS Inc.,United States,2014,97608,Health Care,Major Pharmaceuticals
sdac,Sustainable Development Acquisition I Corp. Class A,United States,2021,59883,Finance,Business Services
sdc,SmileDirectClub Inc. Class A,United States,2019,2142776,Health Care,Medical/Dental Instruments
sdgr,Schrodinger Inc.,United States,2020,621071,Technology,Computer Software: Prepackaged Software
seac,SeaChange International Inc.,United States,1996,7061175,Technology,Radio And Television Broadcasting And Communications Equipment
sedg,SolarEdge Technologies Inc.,Israel,2015,772519,Technology,Semiconductors
seed,Origin Agritech Limited,China,NA,67827,NA,NA
seel,Seelos Therapeutics Inc.,United States,NA,5559079,Health Care,Major Pharmaceuticals
seer,Seer Inc. Class A,United States,2020,408218,Consumer Durables,Specialty Chemicals
seic,SEI Investments Company,United States,1981,1250430,Finance,Investment Bankers/Brokers/Service
selb,Selecta Biosciences Inc.,United States,2016,651531,Health Care,Major Pharmaceuticals
self,Global Self Storage Inc.,United States,NA,23163,Consumer Services,Real Estate Investment Trusts
senea,Seneca Foods Corp. Class A,United States,NA,28596,Consumer Non-Durables,Packaged Foods
seneb,Seneca Foods Corp. Class B,United States,NA,258,Consumer Non-Durables,Packaged Foods
sesn,Sesen Bio Inc.,United States,2014,3467008,Health Care,Major Pharmaceuticals
sfbc,Sound Financial Bancorp Inc.,United States,NA,513,Finance,Savings Institutions
sfbs,ServisFirst Bancshares Inc.,United States,2014,239866,Finance,Major Banks
sfix,Stitch Fix Inc. Class A,United States,2017,1005716,Consumer Services,Catalog/Specialty Distribution
sfm,Sprouts Farmers Market Inc.,United States,2013,1399487,Consumer Non-Durables,Specialty Foods
sfnc,Simmons First National Corporation Class A,United States,NA,665957,Finance,Major Banks
sfst,Southern First Bancshares Inc.,United States,NA,21264,Finance,Major Banks
sft,Shift Technologies Inc. Class A,United States,2019,778518,Miscellaneous,Diversified Commercial Services
sga,Saga Communications Inc. Class A (FL),United States,NA,21975,Consumer Services,Broadcasting
sgam,Seaport Global Acquisition Corp. Class A,United States,2020,100809,NA,NA
sgbx,SG Blocks Inc.,United States,2017,308355,Basic Industries,Metal Fabrications
sgc,Superior Group of Companies Inc.,United States,NA,15611,NA,NA
sgen,Seagen Inc.,United States,2001,696865,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
sglb,Sigma Labs Inc.,United States,NA,1712362,Technology,EDP Services
sgma,SigmaTron International Inc.,United States,1994,10318,Technology,Electrical Products
sgmo,Sangamo Therapeutics Inc.,United States,2000,907712,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
sgms,Scientific Games Corp,United States,NA,930522,Consumer Services,Movies/Entertainment
sgrp,SPAR Group Inc.,United States,NA,73867,Miscellaneous,Business Services
sgry,Surgery Partners Inc.,United States,2015,327501,Health Care,Managed Health Care
sgtx,Sigilon Therapeutics Inc.,United States,2020,41936,Consumer Durables,Specialty Chemicals
shac,SCP & CO Healthcare Acquisition Company Class A,United States,2021,48685,NA,NA
shbi,Shore Bancshares Inc,United States,NA,35983,Finance,Major Banks
shc,Sotera Health Company,United States,2020,1590887,Health Care,Medical Specialities
shen,Shenandoah Telecommunications Co,United States,NA,132522,Public Utilities,Telecommunications Equipment
ship,Seanergy Maritime Holdings Corp,Greece,NA,4135707,NA,NA
shls,Shoals Technologies Group Inc. Class A,United States,2021,775612,Technology,Semiconductors
shoo,Steven Madden Ltd.,United States,1993,579865,Consumer Non-Durables,Shoe Manufacturing
shsp,SharpSpring Inc.,United States,NA,71825,Technology,Retail: Computer Software & Peripheral Equipment
shyf,The Shyft Group Inc.,United States,NA,155984,Capital Goods,Auto Manufacturing
sibn,SI-BONE Inc.,United States,2018,155887,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
sic,Select Interior Concepts Inc. Class A,United States,NA,58149,Capital Goods,Homebuilding
sieb,Siebert Financial Corp.,United States,NA,86260,Finance,Investment Bankers/Brokers/Service
sien,Sientra Inc.,United States,2014,295430,Health Care,Medical Electronics
siga,SIGA Technologies Inc.,United States,NA,273589,Health Care,Major Pharmaceuticals
sigi,Selective Insurance Group Inc.,United States,NA,205519,Finance,Property-Casualty Insurers
silk,Silk Road Medical Inc.,United States,2019,280282,Health Care,Medical/Dental Instruments
sino,Sino-Global Shipping America Ltd.,United States,NA,1078279,Transportation,Oil Refining/Marketing
sint,SiNtx Technologies Inc.,United States,2014,934183,Health Care,Industrial Specialties
siox,Sio Gene Therapies Inc.,United Kingdom,NA,453191,Health Care,Major Pharmaceuticals
siri,Sirius XM Holdings Inc.,United States,NA,16333488,Consumer Services,Broadcasting
sitm,SiTime Corporation,United States,2019,62690,Technology,Semiconductors
sivb,SVB Financial Group,United States,NA,996358,Finance,Major Banks
skyt,SkyWater Technology Inc.,United States,2021,516701,Technology,Semiconductors
skyw,SkyWest Inc.,United States,1986,236716,Transportation,Air Freight/Delivery Services
slab,Silicon Laboratories Inc.,United States,2000,1313432,Technology,Semiconductors
slct,Select Bancorp Inc.,United States,NA,37522,Finance,Major Banks
sldb,Solid Biosciences Inc.,United States,2018,549976,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
slgg,Super League Gaming Inc.,United States,2019,681435,Consumer Services,Publishing
slgn,Silgan Holdings Inc.,United States,1997,182940,Consumer Durables,Containers/Packaging
slm,SLM Corporation,United States,NA,6839464,Finance,Finance: Consumer Services
slno,Soleno Therapeutics Inc.,United States,2014,670455,Health Care,Major Pharmaceuticals
slp,Simulations Plus Inc.,United States,NA,273043,Technology,Computer Software: Prepackaged Software
slrc,SLR Investment Corp.,United States,2010,125580,Finance,Finance/Investors Services
slrx,Salarius Pharmaceuticals Inc.,United States,2015,719183,Health Care,Major Pharmaceuticals
sls,SELLAS Life Sciences Group Inc.,United States,NA,285904,Health Care,Major Pharmaceuticals
smbc,Southern Missouri Bancorp Inc.,United States,NA,10809,Finance,Banks
smbk,SmartFinancial Inc.,United States,NA,85307,Finance,Major Banks
smci,Super Micro Computer Inc.,United States,2020,211838,Technology,Computer Manufacturing
smed,Sharps Compliance Corp.,United States,NA,151591,Public Utilities,Environmental Services
smid,Smith-Midland Corporation,United States,NA,12997,Capital Goods,Building Materials
smit,Schmitt Industries Inc.,United States,NA,41048,Capital Goods,Industrial Machinery/Components
smmf,Summit Financial Group Inc.,United States,NA,13880,Finance,Major Banks
smmt,Summit Therapeutics Inc.,United Kingdom,2015,71235,Consumer Durables,Specialty Chemicals
smpl,The Simply Good Foods Company,United States,NA,564499,Consumer Non-Durables,Packaged Foods
smsi,Smith Micro Software Inc.,United States,1995,295615,Technology,Computer Software: Prepackaged Software
smtc,Semtech Corporation,United States,NA,332687,Technology,Semiconductors
smti,Sanara MedTech Inc.,United States,NA,35981,Health Care,Industrial Specialties
snbr,Sleep Number Corporation,United States,NA,663050,Consumer Durables,Home Furnishings
snca,Seneca Biopharma Inc.,United States,NA,2288642,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
sncr,Synchronoss Technologies Inc.,United States,2018,450548,Technology,EDP Services
sncy,Sun Country Airlines Holdings Inc.,United States,2021,111720,Transportation,Air Freight/Delivery Services
snd,Smart Sand Inc.,United States,2016,87303,Energy,Metal Fabrications
sndx,Syndax Pharmaceuticals Inc.,United States,2016,1350498,Health Care,Major Pharmaceuticals
snes,SenesTech Inc.,United States,2016,141606,Basic Industries,Multi-Sector Companies
snex,StoneX Group Inc.,United States,NA,179004,Finance,Investment Bankers/Brokers/Service
snfca,Security National Financial Corporation Class A,United States,NA,68995,Finance,Finance: Consumer Services
sngx,Soligenix Inc.,United States,NA,757108,Health Care,Major Pharmaceuticals
snoa,Sonoma Pharmaceuticals Inc.,United States,NA,20456,Health Care,Major Pharmaceuticals
snps,Synopsys Inc.,United States,1992,658897,Technology,EDP Services
snrh,Senior Connect Acquisition Corp. I Class A,United States,2021,6837,NA,NA
snse,Sensei Biotherapeutics Inc.,United States,2021,15945,Health Care,Major Pharmaceuticals
soho,Sotherly Hotels Inc.,United States,NA,72755,Consumer Services,Real Estate Investment Trusts
solo,Electrameccanica Vehicles Corp. Ltd.,Canada,NA,2664854,Capital Goods,Auto Parts:O.E.M.
soly,Soliton Inc.,United States,2019,136150,Health Care,Medical/Dental Instruments
sonm,Sonim Technologies Inc.,United States,2019,669180,Capital Goods,Telecommunications Equipment
sonn,Sonnet BioTherapeutics Holdings Inc.,United States,NA,223294,Health Care,Biotechnology: Commercial Physical & Biological Resarch
sono,Sonos Inc.,United States,2018,1346302,Consumer Services,Consumer Electronics/Video Chains
sp,SP Plus Corporation,United States,NA,87838,Miscellaneous,Other Consumer Services
spfi,South Plains Financial Inc.,United States,2019,17284,Finance,Major Banks
spke,Spark Energy Inc. Class A,United States,2014,145158,Public Utilities,Power Generation
splk,Splunk Inc.,United States,2012,2026558,Technology,Computer Software: Prepackaged Software
spne,SeaSpine Holdings Corporation,United States,NA,108585,Health Care,Medical Specialities
spok,Spok Holdings Inc.,United States,NA,71090,Public Utilities,Telecommunications Equipment
sprb,Spruce Biosciences Inc.,United States,2020,261142,Consumer Durables,Specialty Chemicals
spro,Spero Therapeutics Inc.,United States,2017,81844,Health Care,Major Pharmaceuticals
sprt,Support.com Inc.,United States,2000,416960,Technology,EDP Services
spsc,SPS Commerce Inc.,United States,2010,121064,Technology,EDP Services
spt,Sprout Social Inc Class A,United States,2019,309069,Technology,EDP Services
sptk,SportsTek Acquisition Corp. Class A,United States,2021,1396,Finance,Business Services
sptn,SpartanNash Company,United States,NA,243074,Consumer Non-Durables,Food Distributors
spwh,Sportsman's Warehouse Holdings Inc.,United States,2014,463521,Consumer Services,Other Specialty Stores
spwr,SunPower Corporation,United States,2005,3456944,Technology,Semiconductors
sqbg,Sequential Brands Group Inc.,United States,NA,32922,NA,NA
sqft,Presidio Property Trust Inc. Class A,United States,2020,57714,Consumer Services,Real Estate Investment Trusts
srac,Stable Road Acquisition Corp. Class A,United States,2019,446211,NA,NA
srax,SRAX Inc. Class A,United States,NA,241898,Technology,Advertising
srce,1st Source Corporation,United States,NA,54683,Finance,Major Banks
srcl,Stericycle Inc.,United States,1996,213873,Public Utilities,Environmental Services
srdx,Surmodics Inc.,United States,1998,55840,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
srev,ServiceSource International Inc.,United States,2011,355308,Technology,Retail: Computer Software & Peripheral Equipment
srga,Surgalign Holdings Inc.,United States,NA,832633,Health Care,Industrial Specialties
srne,Sorrento Therapeutics Inc.,United States,NA,5179494,Health Care,Biotechnology: Commercial Physical & Biological Resarch
srpt,Sarepta Therapeutics Inc. (DE),United States,NA,784370,Health Care,Major Pharmaceuticals
srra,Sierra Oncology Inc.,Canada,2015,2668,Health Care,Major Pharmaceuticals
srrk,Scholar Rock Holding Corporation,United States,2018,252084,Health Care,Major Pharmaceuticals
srts,Sensus Healthcare Inc.,United States,2016,7920,Health Care,Medical/Dental Instruments
ssaa,Science Strategic Acquisition Corp. Alpha Class A,United States,2021,6116,Finance,Business Services
ssb,South State Corporation,United States,NA,391176,Finance,Major Banks
ssbi,Summit State Bank,United States,2006,4298,NA,NA
sskn,Strata Skin Sciences Inc.,United States,NA,35670,Health Care,Medical/Dental Instruments
ssnc,SS&C Technologies Holdings Inc.,United States,2010,1176782,Technology,EDP Services
ssnt,SilverSun Technologies Inc.,United States,NA,113058,Technology,Computer Software: Prepackaged Software
ssp,E.W. Scripps Company (The) Class A,United States,NA,305315,Consumer Services,Broadcasting
ssrm,SSR Mining Inc.,Canada,NA,1226608,NA,NA
ssss,SuRo Capital Corp.,United States,2011,89049,Finance,Finance/Investors Services
ssti,ShotSpotter Inc.,United States,2017,30492,Technology,Computer Software: Prepackaged Software
staa,STAAR Surgical Company,United States,NA,373830,Health Care,Ophthalmic Goods
staf,Staffing 360 Solutions Inc. (DE),United States,NA,1931816,Technology,Diversified Commercial Services
stba,S&T Bancorp Inc.,United States,NA,182672,Finance,Major Banks
stcn,Steel Connect Inc.,United States,NA,82710,NA,NA
step,StepStone Group Inc. Class A,United States,2020,112604,Finance,Finance/Investors Services
stfc,State Auto Financial Corporation,United States,1991,22618,Finance,Property-Casualty Insurers
stim,Neuronetics Inc.,United States,2018,202664,Health Care,Managed Health Care
stkl,SunOpta Inc.,Canada,NA,1394936,NA,NA
stks,The ONE Group Hospitality Inc.,United States,NA,163575,Consumer Services,Restaurants
stmp,Stamps.com Inc.  ($0.001 Par Value),United States,1999,141306,Technology,EDP Services
stnd,Standard AVB Financial Corp.,United States,NA,7171,Finance,Commercial Banks
stok,Stoke Therapeutics Inc.,United States,2019,129361,Health Care,Major Pharmaceuticals
stra,Strategic Education Inc.,United States,1996,113167,Miscellaneous,Service to the Health Industry
strl,Sterling Construction Company Inc,United States,NA,169812,Capital Goods,Oilfield Services/Equipment
strm,Streamline Health Solutions Inc.,United States,NA,159828,Technology,EDP Services
stro,Sutro Biopharma Inc.,United States,2018,206832,Health Care,Major Pharmaceuticals
strr,Star Equity Holdings Inc.,United States,NA,203269,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
strs,Stratus Properties Inc.,United States,NA,9114,Consumer Services,Homebuilding
strt,STRATTEC SECURITY CORPORATION,United States,NA,114620,Capital Goods,Auto Parts:O.E.M.
stsa,Satsuma Pharmaceuticals Inc.,United States,2019,71448,Health Care,Major Pharmaceuticals
sttk,Shattuck Labs Inc.,United States,2020,258810,Health Care,Major Pharmaceuticals
stxb,Spirit of Texas Bancshares Inc.,United States,2018,34199,Finance,Commercial Banks
sumo,Sumo Logic Inc.,United States,2020,829929,Technology,Retail: Computer Software & Peripheral Equipment
sumr,Summer Infant Inc.,United States,NA,50206,Capital Goods,Office Equipment/Supplies/Services
suns,SLR Senior Investment Corp.,United States,NA,37025,Finance,Finance/Investors Services
sunw,Sunworks Inc.,United States,NA,2551932,Technology,Semiconductors
supn,Supernus Pharmaceuticals Inc.,United States,2012,649154,Health Care,Major Pharmaceuticals
surf,Surface Oncology Inc.,United States,2018,966365,Health Care,Major Pharmaceuticals
svac,Starboard Value Acquisition Corp. Class A,United States,2020,417017,NA,NA
svc,Service Properties Trust,United States,NA,754134,Consumer Services,Real Estate Investment Trusts
svmk,SVMK Inc.,United States,2018,374367,Technology,EDP Services
svok,Seven Oaks Acquisition Corp. Class A,United States,2021,48648,NA,NA
svra,Savara Inc.,United States,NA,1942171,Health Care,Major Pharmaceuticals
svvc,Firsthand Technology Value Fund Inc.,United States,NA,5901,Finance,Finance/Investors Services
swav,ShockWave Medical Inc.,United States,2019,265595,Health Care,Medical/Dental Instruments
swbi,Smith & Wesson Brands Inc.,United States,NA,911791,Consumer Non-Durables,Ordnance And Accessories
swim,Latham Group Inc.,United States,NA,8260839,Capital Goods,Engineering & Construction
swir,Sierra Wireless Inc.,Canada,NA,142573,Basic Industries,Metal Fabrications
swkh,SWK Holdings Corporation,United States,NA,11295,Finance,Finance/Investors Services
swks,Skyworks Solutions Inc.,United States,NA,2425365,Technology,Semiconductors
swtx,SpringWorks Therapeutics Inc.,United States,2019,206931,Health Care,Major Pharmaceuticals
sybt,Stock Yards Bancorp Inc.,United States,NA,31844,Finance,Major Banks
sybx,Synlogic Inc.,United States,2015,584240,Health Care,Major Pharmaceuticals
syke,Sykes Enterprises Incorporated,United States,1996,103317,Technology,EDP Services
syna,Synaptics Incorporated $0.001 Par Value,United States,2002,294422,Technology,Computer peripheral equipment
synh,Syneos Health Inc. Class A,United States,2014,548756,Health Care,Biotechnology: Commercial Physical & Biological Resarch
synl,Synalloy Corporation,United States,NA,11052,Basic Industries,Steel/Iron Ore
sypr,Sypris Solutions Inc.,United States,NA,130071221,Capital Goods,Auto Parts:O.E.M.
syrs,Syros Pharmaceuticals Inc.,United States,2016,626644,Health Care,Major Pharmaceuticals
taco,Del Taco Restaurants Inc.,United States,2014,419183,Consumer Services,Restaurants
tact,TransAct Technologies Incorporated,United States,1996,9128,Technology,Computer peripheral equipment
tait,Taitron Components Incorporated Class A,United States,1995,13287,Technology,Electronic Components
tanh,Tantech Holdings Ltd.,China,2015,642851,NA,NA
tara,Protara Therapeutics Inc.,United States,2014,1123401,Health Care,Major Pharmaceuticals
tars,Tarsus Pharmaceuticals Inc.,United States,2020,48066,Consumer Durables,Specialty Chemicals
tast,Carrols Restaurant Group Inc.,United States,2006,239815,Consumer Services,Restaurants
tayd,Taylor Devices Inc.,United States,NA,11893,Capital Goods,Industrial Machinery/Components
tbbk,The Bancorp Inc,United States,NA,436119,Finance,Major Banks
tbcp,Thunder Bridge Capital Partners III Inc. Class A,United States,2021,54920,NA,NA
tbio,Translate Bio Inc.,United States,2018,753365,Consumer Durables,Specialty Chemicals
tbk,Triumph Bancorp Inc.,United States,2014,174383,Finance,Major Banks
tblt,ToughBuilt Industries Inc.,United States,2018,1089434,Capital Goods,Diversified Manufacture
tbnk,Territorial Bancorp Inc.,United States,2009,17049,Finance,Savings Institutions
tcbi,Texas Capital Bancshares Inc.,United States,2003,1071736,Finance,Major Banks
tcbk,TriCo Bancshares,United States,NA,117320,Finance,Major Banks
tcda,Tricida Inc.,United States,2018,224953,Health Care,Major Pharmaceuticals
tcf,TCF Financial Corporation,United States,NA,1431793,Finance,Major Banks
tcfc,The Community Financial Corporation,United States,NA,25243,Finance,Major Banks
tcmd,Tactile Systems Technology Inc.,United States,2016,130495,Health Care,Medical/Dental Instruments
tcon,TRACON Pharmaceuticals Inc.,United States,2015,105052,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
tcpc,BlackRock TCP Capital Corp.,United States,2012,130273,Finance,Finance/Investors Services
tcrr,TCR2 Therapeutics Inc.,United States,2019,255503,Health Care,Major Pharmaceuticals
tcx,Tucows Inc. Class A,Canada,NA,23301,Technology,EDP Services
tdac,Trident Acquisitions Corp.,United States,2018,114261,NA,NA
tdup,ThredUp Inc. Class A,United States,2021,427751,Consumer Non-Durables,Department/Specialty Retail Stores
tela,TELA Bio Inc.,United States,2019,18665,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
tenb,Tenable Holdings Inc.,United States,2018,858797,Technology,EDP Services
tenx,Tenax Therapeutics Inc.,United States,NA,71249,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ter,Teradyne Inc.,United States,NA,1257485,Capital Goods,Electrical Products
tern,Terns Pharmaceuticals Inc.,United States,2021,48594,Health Care,Major Pharmaceuticals
tess,TESSCO Technologies Incorporated,United States,1994,5421,Capital Goods,Telecommunications Equipment
tffp,TFF Pharmaceuticals Inc.,United States,2019,122286,Consumer Durables,Specialty Chemicals
tfsl,TFS Financial Corporation,United States,NA,159146,Finance,Savings Institutions
tgtx,TG Therapeutics Inc.,United States,NA,1331707,Health Care,Major Pharmaceuticals
th,Target Hospitality Corp.,United States,2018,263984,Energy,Oil & Gas Production
thca,Tuscan Holdings Corp. II,United States,2019,16427,NA,NA
thcb,Tuscan Holdings Corp.,United States,2019,678662,NA,NA
thff,First Financial Corporation Indiana,United States,NA,34733,Finance,Major Banks
thma,Thimble Point Acquisition Corp. Class A,United States,2021,7266,Finance,Business Services
thmo,ThermoGenesis Holdings Inc.,United States,NA,365140,Capital Goods,Medical Specialities
thrm,Gentherm Inc,United States,NA,182233,Capital Goods,Auto Parts:O.E.M.
thry,Thryv Holdings Inc.,United States,NA,59503,Capital Goods,Industrial Machinery/Components
tig,Trean Insurance Group Inc.,United States,2020,37406,NA,NA
tigo,Millicom International Cellular S.A.,Luxembourg,NA,34648,Public Utilities,Telecommunications Equipment
til,Instil Bio Inc.,United States,2021,133581,Health Care,Major Pharmaceuticals
tile,Interface Inc.,United States,NA,192489,NA,NA
tipt,Tiptree Inc.,United States,NA,2052129,Finance,Accident &Health Insurance
titn,Titan Machinery Inc.,United States,2007,124125,NA,NA
tlgt,Teligent Inc.,United States,NA,2250110,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
tlis,Talis Biomedical Corporation,United States,2021,91960,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
tlmd,SOC Telemed Inc. Class A,United States,2020,201083,Health Care,Managed Health Care
tlry,Tilray Inc. Class 2,Canada,2018,10414414,Consumer Durables,Specialty Chemicals
tls,Telos Corporation,United States,2020,377235,Technology,EDP Services
tmci,Treace Medical Concepts Inc.,United States,NA,5219077,NA,NA
tmdx,TransMedics Group Inc.,United States,2019,291178,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
tmkr,Tastemaker Acquisition Corp. Class A,United States,2021,11044,NA,NA
tmts,Spartacus Acquisition Corporation Class A,United States,2020,2741,NA,NA
tmus,T-Mobile US Inc.,United States,NA,3025218,Public Utilities,Telecommunications Equipment
tndm,Tandem Diabetes Care Inc.,United States,2013,600135,Health Care,Medical/Dental Instruments
tnxp,Tonix Pharmaceuticals Holding Corp.,United States,NA,6962453,Health Care,Major Pharmaceuticals
tomz,TOMI Environmental Solutions Inc.,United States,NA,41157,NA,NA
tops,TOP Ships Inc.,Greece,NA,1326697,Transportation,Marine Transportation
town,TowneBank,United States,NA,153192,NA,NA
tpco,Tribune Publishing Company,United States,NA,76944,Consumer Services,Newspapers/Magazines
tpic,TPI Composites Inc.,United States,2016,627463,Technology,Industrial Machinery/Components
tptx,Turning Point Therapeutics Inc.,United States,2019,462636,Health Care,Major Pharmaceuticals
trch,Torchlight Energy Resources Inc.,United States,NA,8263515,Energy,Oil & Gas Production
tree,LendingTree Inc.,United States,NA,372586,Finance,Finance: Consumer Services
trhc,Tabula Rasa HealthCare Inc.,United States,2016,123913,Health Care,Medical/Nursing Services
trin,Trinity Capital Inc.,United States,2021,53829,Finance,Finance/Investors Services
trka,Troika Media Group Inc.,United States,2021,1936505,Technology,Advertising
trmb,Trimble Inc.,United States,1990,782193,Capital Goods,Industrial Machinery/Components
trmd,TORM plc Class A,United Kingdom,NA,14503,Consumer Services,Marine Transportation
trmk,Trustmark Corporation,United States,NA,311976,Finance,Major Banks
trns,Transcat Inc.,United States,NA,69494,Technology,Industrial Machinery/Components
trow,T. Rowe Price Group Inc.,United States,1986,823241,Finance,Investment Managers
trs,TriMas Corporation,United States,2007,111994,Technology,Industrial Machinery/Components
trst,TrustCo Bank Corp NY,United States,NA,372160,Finance,Major Banks
trup,Trupanion Inc.,United States,NA,313874,Health Care,Medical Specialities
trvi,Trevi Therapeutics Inc.,United States,2019,13852,Health Care,Major Pharmaceuticals
trvn,Trevena Inc.,United States,2014,2925625,Health Care,Major Pharmaceuticals
tsbk,Timberland Bancorp Inc.,United States,NA,10201,Finance,Banks
tsc,TriState Capital Holdings Inc.,United States,2013,105064,Finance,Major Banks
tsco,Tractor Supply Company,United States,1994,993667,Consumer Services,Other Specialty Stores
tsha,Taysha Gene Therapies Inc.,United States,2020,36871,Health Care,Major Pharmaceuticals
tsia,TS Innovation Acquisitions Corp. Class A,United States,2020,794603,NA,NA
tsla,Tesla Inc.,United States,2010,28369522,Capital Goods,Auto Manufacturing
tsp,TuSimple Holdings Inc. Class A,United States,2021,1371087,Capital Goods,Construction/Ag Equipment/Trucks
tsri,TSR Inc.,United States,NA,243,Technology,EDP Services
ttcf,Tattooed Chef Inc Class A,United States,2018,1328889,Consumer Non-Durables,Farming/Seeds/Milling
ttd,The Trade Desk Inc. Class A,United States,2016,445103,Technology,EDP Services
ttec,TTEC Holdings Inc.,United States,1996,98653,Technology,Retail: Computer Software & Peripheral Equipment
ttek,Tetra Tech Inc.,United States,1991,267526,Consumer Services,Military/Government/Technical
ttgt,TechTarget Inc.,United States,2007,97511,NA,NA
ttmi,TTM Technologies Inc.,United States,2000,930917,Technology,Electrical Products
ttnp,Titan Pharmaceuticals Inc.,United States,NA,197415,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
