Symbol,Name,Country,IPO Year,Volume,Sector,Industry
PBLA,Panbela Therapeutics Inc.,United States,NA,87356,Health Care,Major Pharmaceuticals
PBPB,Potbelly Corporation,United States,2013,58928,Consumer Services,Restaurants
PBYI,Puma Biotechnology Inc,United States,NA,151362,Health Care,Major Pharmaceuticals
PCAR,PACCAR Inc.,United States,NA,1722969,Capital Goods,Auto Manufacturing
PCB,PCB Bancorp,United States,2018,40553,Finance,Major Banks
PCH,PotlatchDeltic Corporation,United States,NA,340624,Consumer Services,Real Estate Investment Trusts
PCRX,Pacira BioSciences Inc.,United States,2011,445269,Health Care,Major Pharmaceuticals
PCSA,Processa Pharmaceuticals Inc.,United States,NA,49728,Health Care,Major Pharmaceuticals
PCSB,PCSB Financial Corporation,United States,2017,15265,Finance,Banks
PCTI,PCTEL Inc.,United States,1999,85816,Technology,Radio And Television Broadcasting And Communications Equipment
PCTY,Paylocity Holding Corporation,United States,2014,168024,Technology,Computer Software: Prepackaged Software
PCVX,Vaxcyte Inc.,United States,2020,194836,Health Care,Major Pharmaceuticals
PCYG,Park City Group Inc.,United States,NA,59829,Technology,EDP Services
PCYO,Pure Cycle Corporation,United States,NA,49025,Public Utilities,Water Supply
PDCE,PDC Energy Inc. (Delaware),United States,NA,625087,Energy,Oil & Gas Production
PDCO,Patterson Companies Inc.,United States,1992,568722,Health Care,Medical Specialities
PDEX,Pro-Dex Inc.,United States,NA,16534,Health Care,Medical/Dental Instruments
PDFS,PDF Solutions Inc.,United States,2001,359393,Technology,EDP Services
PDLB,PDL Community Bancorp,United States,2017,12584,NA,NA
PDSB,PDS Biotechnology Corporation,United States,2015,357259,Health Care,Major Pharmaceuticals
PEBK,Peoples Bancorp of North Carolina Inc.,United States,NA,14564,Finance,Major Banks
PEBO,Peoples Bancorp Inc.,United States,NA,115760,Finance,Major Banks
PEGA,Pegasystems Inc.,United States,1996,216625,Technology,EDP Services
PENN,Penn National Gaming Inc.,United States,1994,3233125,Consumer Services,Movies/Entertainment
PEP,PepsiCo Inc.,United States,NA,4354696,Consumer Non-Durables,Beverages (Production/Distribution)
PESI,Perma-Fix Environmental Services Inc.,United States,NA,73798,Public Utilities,Environmental Services
PETQ,PetIQ Inc. Class A,United States,2017,594954,Health Care,Major Pharmaceuticals
PETS,PetMed Express Inc.,United States,NA,291133,Health Care,Medical/Nursing Services
PFBC,Preferred Bank,United States,NA,66795,Finance,Major Banks
PFBI,Premier Financial Bancorp Inc.,United States,1996,78674,Finance,Major Banks
PFC,Premier Financial Corp.,United States,NA,216593,Finance,Savings Institutions
PFG,Principal Financial Group Inc,United States,2001,1868245,Finance,Specialty Insurers
PFIE,Profire Energy Inc.,United States,NA,19482,Energy,Oil & Gas Production
PFIN,P & F Industries Inc. Class A,United States,NA,2777,Capital Goods,Industrial Machinery/Components
PFIS,Peoples Financial Services Corp.,United States,NA,10112,Finance,Major Banks
PFLT,PennantPark Floating Rate Capital Ltd.,United States,NA,97802,Finance,Finance/Investors Services
PFMT,Performant Financial Corporation,United States,2012,462382,Miscellaneous,Business Services
PFPT,Proofpoint Inc.,United States,2012,215970,Technology,EDP Services
PFSW,PFSweb Inc.,United States,1999,71239,Miscellaneous,Business Services
PFX,PhenixFIN Corporation,United States,NA,5566,Finance,Investment Managers
PGC,Peapack-Gladstone Financial Corporation,United States,NA,40701,Finance,Commercial Banks
PGEN,Precigen Inc.,United States,NA,773137,Health Care,Biotechnology: Commercial Physical & Biological Resarch
PGNY,Progyny Inc.,United States,2019,491018,Health Care,Managed Health Care
PGRW,Progress Acquisition Corp. Class A,United States,2021,2301,Finance,Business Services
PHAS,PhaseBio Pharmaceuticals Inc.,United States,2018,576968,Health Care,Major Pharmaceuticals
PHAT,Phathom Pharmaceuticals Inc.,United States,2019,118099,Health Care,Major Pharmaceuticals
PHIO,Phio Pharmaceuticals Corp.,United States,NA,115820,Health Care,Major Pharmaceuticals
PHUN,Phunware Inc.,Greece,2016,1482700,Technology,EDP Services
PI,Impinj Inc.,United States,2016,96252,Public Utilities,Telecommunications Equipment
PINC,Premier Inc. Class A,United States,2013,272736,Health Care,Managed Health Care
PIRS,Pieris Pharmaceuticals Inc.,Germany,NA,541946,Health Care,Major Pharmaceuticals
PIXY,ShiftPixy Inc.,United States,2017,212266,Technology,Diversified Commercial Services
PKBK,Parke Bancorp Inc.,United States,NA,34559,Finance,Major Banks
PKOH,Park-Ohio Holdings Corp.,United States,NA,16451,Capital Goods,Construction/Ag Equipment/Trucks
PLAB,Photronics Inc.,United States,1987,515811,Technology,Semiconductors
PLBY,PLBY Group Inc.,United States,2020,3926710,Consumer Non-Durables,Recreational Products/Toys
PLCE,Children's Place Inc. (The),United States,1997,281291,Consumer Services,Clothing/Shoe/Accessory Stores
PLPC,Preformed Line Products Company,United States,NA,7503,Basic Industries,Telecommunications Equipment
PLRX,Pliant Therapeutics Inc.,United States,2020,70795,Consumer Durables,Specialty Chemicals
PLSE,Pulse Biosciences Inc (DE),United States,2016,39445,Health Care,Medical/Dental Instruments
PLTK,Playtika Holding Corp.,Israel,2021,816326,Technology,EDP Services
PLUG,Plug Power Inc.,United States,1999,28080690,Consumer Durables,Electrical Products
PLXP,PLx Pharma Inc.,United States,2014,78526,Health Care,Major Pharmaceuticals
PLXS,Plexus Corp.,United States,NA,168969,Technology,Electrical Products
PMBC,Pacific Mercantile Bancorp,United States,2000,28083,Finance,Major Banks
PMGM,Priveterra Acquisition Corp. Class A,United States,2021,1,Finance,Business Services
PMVP,PMV Pharmaceuticals Inc.,United States,2020,135067,Consumer Durables,Specialty Chemicals
PNBK,Patriot National Bancorp Inc.,United States,NA,1361,Finance,Major Banks
PNFP,Pinnacle Financial Partners Inc.,United States,NA,463298,Finance,Major Banks
PNNT,PennantPark Investment Corporation,United States,2007,231024,Finance,Finance/Investors Services
PNRG,PrimeEnergy Resources Corporation,United States,NA,990,Energy,Oil & Gas Production
PNTG,The Pennant Group Inc.,United States,NA,115990,Health Care,Hospital/Nursing Management
POAI,Predictive Oncology Inc.,United States,NA,2331319,Health Care,Medical/Dental Instruments
PODD,Insulet Corporation,United States,2007,471002,Health Care,Medical/Dental Instruments
POLA,Polar Power Inc.,United States,2016,292538,Capital Goods,Industrial Machinery/Components
POOL,Pool Corporation,United States,1995,348415,Consumer Non-Durables,Recreational Products/Toys
POSH,Poshmark Inc. Class A,United States,2021,374280,Consumer Non-Durables,Department/Specialty Retail Stores
POWI,Power Integrations Inc.,United States,1997,291839,Technology,Semiconductors
POWL,Powell Industries Inc.,United States,NA,44072,Consumer Durables,Electrical Products
POWW,AMMO Inc.,United States,NA,1362249,Capital Goods,Military/Government/Technical
PPC,Pilgrim's Pride Corporation,United States,NA,413742,Consumer Non-Durables,Meat/Poultry/Fish
PPD,PPD Inc.,United States,2020,5630735,Health Care,Major Pharmaceuticals
PPIH,Perma-Pipe International Holdings Inc.,United States,NA,10197,NA,NA
PPSI,Pioneer Power Solutions Inc.,United States,NA,158467,Consumer Durables,Electrical Products
PRAA,PRA Group Inc.,United States,2002,236246,Technology,Advertising
PRAH,PRA Health Sciences Inc.,United States,2014,654624,Health Care,Biotechnology: Commercial Physical & Biological Resarch
PRAX,Praxis Precision Medicines Inc.,United States,2020,141051,Health Care,Major Pharmaceuticals
PRCH,Porch Group Inc.,United States,2020,1312725,Technology,Computer Software: Prepackaged Software
PRDO,Perdoceo Education Corporation,United States,NA,388379,Miscellaneous,Other Consumer Services
PRFT,Perficient Inc.,United States,1999,182147,Technology,EDP Services
PRGS,Progress Software Corporation (DE),United States,1991,555763,Technology,Computer Software: Prepackaged Software
PRIM,Primoris Services Corporation,United States,NA,516161,Basic Industries,Water Supply
PRLD,Prelude Therapeutics Incorporated,United States,2020,151578,Consumer Durables,Specialty Chemicals
PROF,Profound Medical Corp.,Canada,NA,52728,NA,NA
PROG,Progenity Inc.,United States,1995,370057,Consumer Durables,Specialty Chemicals
PROV,Provident Financial Holdings Inc.,United States,NA,11829,Finance,Savings Institutions
PRPH,ProPhase Labs Inc. (DE),United States,NA,118474,Health Care,Major Pharmaceuticals
PRPL,Purple Innovation Inc.,United States,2015,446496,Consumer Durables,Home Furnishings
PRPO,Precipio Inc. ,United States,NA,497323,Capital Goods,Biotechnology: Laboratory Analytical Instruments
PRTG,Portage Biotech Inc.,Canada,NA,8927,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PRTH,Priority Technology Holdings Inc.,United States,2016,11445,Technology,EDP Services
PRTK,Paratek Pharmaceuticals Inc.,United States,NA,341112,Health Care,Major Pharmaceuticals
PRTS,CarParts.com Inc.,United States,2007,1207740,Consumer Services,Other Specialty Stores
PRVB,Provention Bio Inc.,United States,2018,879615,Health Care,Major Pharmaceuticals
PSAC,Property Solutions Acquisition Corp.,United States,2020,407646,NA,NA
PSAG,Property Solutions Acquisition Corporation II Class A,United States,2021,67,Finance,Business Services
PSEC,Prospect Capital Corporation,United States,2004,2324303,Finance,Finance/Investors Services
PSMT,PriceSmart Inc.,United States,NA,127961,Consumer Services,Department/Specialty Retail Stores
PSNL,Personalis Inc.,United States,2019,432249,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
PSTI,Pluristem Therapeutics Inc.,Israel,NA,181454,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PSTV,PLUS THERAPEUTICS Inc.,United States,NA,743604,Health Care,Medical/Dental Instruments
PSTX,Poseida Therapeutics Inc.,United States,2020,84855,Consumer Durables,Specialty Chemicals
PTC,PTC Inc.,United States,NA,501767,Technology,Computer Software: Prepackaged Software
PTCT,PTC Therapeutics Inc.,United States,2013,465489,Health Care,Major Pharmaceuticals
PTE,PolarityTE Inc.,United States,NA,2122846,Consumer Durables,Specialty Chemicals
PTEN,Patterson-UTI Energy Inc.,United States,1993,1612485,Energy,Oil & Gas Production
PTGX,Protagonist Therapeutics Inc.,United States,2016,215506,Health Care,Major Pharmaceuticals
PTIC,PropTech Investment Corporation II Class A,United States,2021,12785,NA,NA
PTMN,Portman Ridge Finance Corporation,United States,NA,371218,Finance,Finance/Investors Services
PTON,Peloton Interactive Inc. Class A,United States,2019,10153688,Consumer Services,Other Consumer Services
PTPI,Petros Pharmaceuticals Inc.,United States,NA,21169,Health Care,Major Pharmaceuticals
PTRS,Partners Bancorp,United States,NA,19445,Finance,Major Banks
PTSI,P.A.M. Transportation Services Inc.,United States,1986,10709,Transportation,Trucking Freight/Courier Services
PTVCA,Protective Insurance Corporation Class A,United States,NA,1,Finance,Property-Casualty Insurers
PTVCB,Protective Insurance Corporation Class B,United States,NA,24045,Finance,Property-Casualty Insurers
PUBM,PubMatic Inc. Class A,United States,2020,294726,Technology,Computer Software: Prepackaged Software
PUCK,Goal Acquisitions Corp.,United States,2021,189535,Finance,Business Services
PULM,Pulmatrix Inc.,United States,2014,823311,Health Care,Major Pharmaceuticals
PVAC,Penn Virginia Corporation,United States,NA,299715,Energy,Oil & Gas Production
PVBC,Provident Bancorp Inc. (MD),United States,2015,42297,Finance,Major Banks
PWFL,PowerFleet Inc.,United States,NA,120266,Capital Goods,Telecommunications Equipment
PWOD,Penns Woods Bancorp Inc.,United States,NA,18673,Finance,Major Banks
PXLW,Pixelworks Inc. ,United States,2000,336823,Technology,Semiconductors
PXS,Pyxis Tankers Inc.,Greece,NA,679144,Transportation,Marine Transportation
PYPL,PayPal Holdings Inc.,United States,NA,6296970,Miscellaneous,Business Services
PZZA,Papa John's International Inc.,United States,1993,299618,Consumer Services,Restaurants
QADA,QAD Inc. Class A,United States,NA,23280,Technology,Computer Software: Prepackaged Software
QADB,QAD Inc. Class B,United States,NA,231,Technology,Computer Software: Prepackaged Software
QCOM,QUALCOMM Incorporated,United States,1991,7665617,Technology,Computer peripheral equipment
QCRH,QCR Holdings Inc.,United States,NA,51764,Finance,Major Banks
QDEL,Quidel Corporation,United States,NA,3499580,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
QLGN,Qualigen Therapeutics Inc.,United States,2015,217711,Health Care,Biotechnology: Commercial Physical & Biological Resarch
QLYS,Qualys Inc.,United States,2012,418298,Technology,EDP Services
QMCO,Quantum Corporation,United States,NA,176815,Technology,Electronic Components
QNST,QuinStreet Inc.,United States,2010,281476,Technology,Advertising
QRHC,Quest Resource Holding Corporation,United States,NA,91984,Capital Goods,Building Products
QRTEA,Qurate Retail Inc. Series A,United States,NA,1742937,Consumer Services,Catalog/Specialty Distribution
QRTEB,Qurate Retail Inc. Series B,United States,NA,2891,Consumer Services,Catalog/Specialty Distribution
QRVO,Qorvo Inc.,United States,NA,872756,Capital Goods,Industrial Machinery/Components
QTRX,Quanterix Corporation,United States,2017,347558,Health Care,Industrial Specialties
QUIK,QuickLogic Corporation,United States,1999,63511,Technology,Semiconductors
QUMU,Qumu Corporation,United States,NA,36198,Technology,Retail: Computer Software & Peripheral Equipment
RAAC,Revolution Acceleration Acquisition Corp Class A,United States,2021,223612,NA,NA
RACA,Therapeutics Acquisition Corp. Class A,United States,2020,259456,NA,NA
RACB,Research Alliance Corp. II Class A,United States,2021,2806,NA,NA
RADI,Radius Global Infrastructure Inc. Class A,United States,NA,245016,Consumer Services,Telecommunications Equipment
RAIL,FreightCar America Inc.,United States,2005,16014427,Capital Goods,Railroads
RAIN,Rain Therapeutics Inc.,United States,NA,4421581,NA,NA
RAND,Rand Capital Corporation,United States,NA,346,Finance,Finance/Investors Services
RAPT,RAPT Therapeutics Inc.,United States,2019,58753,Health Care,Major Pharmaceuticals
RARE,Ultragenyx Pharmaceutical Inc.,United States,2014,275742,Health Care,Major Pharmaceuticals
RAVE,Rave Restaurant Group Inc.,United States,NA,289156,Consumer Services,Restaurants
RAVN,Raven Industries Inc.,United States,NA,165595,Capital Goods,Office Equipment/Supplies/Services
RBB,RBB Bancorp,United States,2017,27253,Finance,Commercial Banks
RBBN,Ribbon Communications Inc.,United States,NA,244053,Technology,EDP Services
RBCAA,Republic Bancorp Inc. Class A,United States,1998,17942,Finance,Major Banks
RBCN,Rubicon Technology Inc.,United States,2007,6195,Technology,Semiconductors
RBKB,Rhinebeck Bancorp Inc.,United States,2019,4420,Finance,Major Banks
RBNC,Reliant Bancorp Inc.,United States,NA,45178,Finance,Major Banks
RCEL,Avita Therapeutics Inc.,Australia,NA,116708,Health Care,Medical Specialities
RCHG,Recharge Acquisition Corp. Class A,United States,2020,989,NA,NA
RCII,Rent-A-Center Inc.,United States,1995,449410,Technology,Diversified Commercial Services
RCKT,Rocket Pharmaceuticals Inc.,United States,2015,277701,Health Care,Major Pharmaceuticals
RCKY,Rocky Brands Inc.,United States,1993,71286,Consumer Non-Durables,Shoe Manufacturing
RCLF,Rosecliff Acquisition Corp I Class A,United States,2021,20096,Finance,Business Services
RCM,R1 RCM Inc.,United States,NA,389568,Consumer Services,Other Consumer Services
RCMT,RCM Technologies Inc.,United States,NA,85487,Consumer Services,Military/Government/Technical
RDFN,Redfin Corporation,United States,2017,939070,Finance,Real Estate
RDI,Reading International Inc Class A,United States,NA,24815,Consumer Services,Movies/Entertainment
RDIB,Reading International Inc Class B,United States,NA,1008,Consumer Services,Movies/Entertainment
RDNT,RadNet Inc.,United States,NA,214071,Health Care,Medical Specialities
RDUS,Radius Health Inc.,United States,2014,304749,Health Care,Major Pharmaceuticals
RDVT,Red Violet Inc.,United States,NA,36889,Technology,Computer Software: Prepackaged Software
REED,Reeds Inc.,United States,NA,191611,Consumer Non-Durables,Beverages (Production/Distribution)
REFR,Research Frontiers Incorporated,United States,NA,101821,Capital Goods,Industrial Machinery/Components
REG,Regency Centers Corporation,United States,1993,812348,Consumer Services,Real Estate Investment Trusts
REGI,Renewable Energy Group Inc.,United States,2012,901084,Basic Industries,Major Chemicals
REGN,Regeneron Pharmaceuticals Inc.,United States,1991,819772,Health Care,Major Pharmaceuticals
REKR,Rekor Systems Inc.,United States,NA,429091,Technology,EDP Services
RELI,Reliance Global Group Inc.,United States,NA,28377,Finance,Specialty Insurers
RELL,Richardson Electronics Ltd.,United States,1983,262978,Technology,Electronic Components
REPH,Recro Pharma Inc.,United States,2014,320014,Health Care,Major Pharmaceuticals
REPL,Replimune Group Inc.,United States,2018,314840,Health Care,Major Pharmaceuticals
RESN,Resonant Inc.,United States,2014,687718,Technology,Semiconductors
RETA,Reata Pharmaceuticals Inc. Class A,United States,2016,287808,Health Care,Major Pharmaceuticals
REYN,Reynolds Consumer Products Inc.,United States,2020,1033509,Capital Goods,Office Equipment/Supplies/Services
RFIL,RF Industries Ltd.,United States,NA,28136,Capital Goods,Electrical Products
RGCO,RGC Resources Inc.,United States,NA,14209,Public Utilities,Oil & Gas Production
RGEN,Repligen Corporation,United States,1986,302529,Health Care,Medical/Dental Instruments
RGLD,Royal Gold Inc.,United States,NA,261883,NA,NA
RGLS,Regulus Therapeutics Inc.,United States,2012,993359,Health Care,Major Pharmaceuticals
RGNX,REGENXBIO Inc.,United States,2015,278902,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RGP,Resources Connection Inc.,United States,NA,198287,Miscellaneous,Business Services
RIBT,RiceBran Technologies,United States,NA,110052,Consumer Non-Durables,Specialty Foods
RICK,RCI Hospitality Holdings Inc.,United States,1995,39054,Consumer Services,Restaurants
RIDE,Lordstown Motors Corp. Class A,United States,2019,3458430,Capital Goods,Construction/Ag Equipment/Trucks
RIGL,Rigel Pharmaceuticals Inc.,United States,2000,3234982,Health Care,Major Pharmaceuticals
RILY,B. Riley Financial Inc.,United States,NA,231657,Finance,Investment Managers
RIOT,Riot Blockchain Inc. ,United States,NA,25805098,Technology,Retail: Computer Software & Peripheral Equipment
RIVE,Riverview Financial Corporation,United States,NA,8268,Finance,Major Banks
RKDA,Arcadia Biosciences Inc.,United States,2015,449580,Basic Industries,Agricultural Chemicals
RLAY,Relay Therapeutics Inc.,United States,2020,346361,Health Care,Major Pharmaceuticals
RLMD,Relmada Therapeutics Inc.,United States,NA,37252,Health Care,Major Pharmaceuticals
RMBI,Richmond Mutual Bancorporation Inc.,United States,2019,57770,NA,NA
RMBL,RumbleOn Inc. Class B,United States,NA,19596,Capital Goods,Automotive Aftermarket
RMBS,Rambus Inc.,United States,1997,453467,Technology,Semiconductors
RMCF,Rocky Mountain Chocolate Factory Inc.,United States,NA,21099,Consumer Non-Durables,Specialty Foods
RMNI,Rimini Street Inc. (DE),United States,2015,172522,Technology,EDP Services
RMR,The RMR Group Inc. Class A,United States,NA,37782,Finance,Real Estate
RMRM,RMR Mortgage Trust,United States,NA,22595,NA,NA
RMTI,Rockwell Medical Inc. (DE),United States,1998,11379539,Health Care,Major Pharmaceuticals
RNA,Avidity Biosciences Inc.,United States,2020,150433,Health Care,Major Pharmaceuticals
RNDB,Randolph Bancorp Inc.,United States,2016,33362,Finance,Major Banks
RNET,RigNet Inc.,United States,2010,25316,Energy,Oil & Gas Production
RNST,Renasant Corporation,United States,NA,314062,Finance,Major Banks
RNWK,RealNetworks Inc.,United States,1997,498984,Technology,EDP Services
ROAD,Construction Partners Inc. Class A,United States,2018,206494,Capital Goods,Engineering & Construction
ROCC,Roth CH Acquisition II Co.,United States,2021,38420,NA,NA
ROCK,Gibraltar Industries Inc.,United States,1993,99232,NA,NA
ROIC,Retail Opportunity Investments Corp. (MD),United States,NA,874810,Consumer Services,Real Estate Investment Trusts
ROKU,Roku Inc. Class A,United States,2017,1920467,Consumer Services,Television Services
ROLL,RBC Bearings Incorporated,United States,2005,60406,Capital Goods,Metal Fabrications
ROOT,Root Inc. Class A,United States,2020,2435962,Finance,Property-Casualty Insurers
ROST,Ross Stores Inc.,United States,1985,966719,Consumer Services,Clothing/Shoe/Accessory Stores
RPAY,Repay Holdings Corporation Class A,United States,2018,510071,Technology,EDP Services
RPD,Rapid7 Inc.,United States,2015,420430,Technology,Computer Software: Prepackaged Software
RPHM,Reneo Pharmaceuticals Inc.,United States,2021,84065,Health Care,Major Pharmaceuticals
RRBI,Red River Bancshares Inc.,United States,2019,5310,Finance,Commercial Banks
RRGB,Red Robin Gourmet Burgers Inc.,United States,2002,204753,Consumer Services,Restaurants
RRR,Red Rock Resorts Inc. Class A,United States,2016,828319,Consumer Services,Recreational Products/Toys
RSSS,Research Solutions Inc,United States,NA,16048,Technology,Retail: Computer Software & Peripheral Equipment
RSVA,Rodgers Silicon Valley Acquisition Corp.,United States,2021,54237,NA,NA
RUBY,Rubius Therapeutics Inc.,United States,2018,864393,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RUSHA,Rush Enterprises Inc. Cl A,United States,NA,453279,Consumer Services,Other Specialty Stores
RUTH,Ruth's Hospitality Group Inc.,United States,2005,176221,Consumer Services,Restaurants
RVMD,Revolution Medicines Inc.,United States,2020,351435,Consumer Durables,Specialty Chemicals
RVNC,Revance Therapeutics Inc.,United States,2014,560132,Health Care,Major Pharmaceuticals
RVPH,Reviva Pharmaceuticals Holdings Inc.,United States,2020,17917,Health Care,Major Pharmaceuticals
RVSB,Riverview Bancorp Inc,United States,NA,141122,Finance,Major Banks
RXDX,Prometheus Biosciences Inc.,United States,2021,119061,Health Care,Major Pharmaceuticals
RXRX,Recursion Pharmaceuticals Inc. Class A,United States,2021,273609,Health Care,Major Pharmaceuticals
RXT,Rackspace Technology Inc.,United States,2020,645508,Technology,EDP Services
RYTM,Rhythm Pharmaceuticals Inc.,United States,2017,169220,Health Care,Major Pharmaceuticals
RZLT,Rezolute Inc.,United States,NA,8592,Health Care,Major Pharmaceuticals
SABR,Sabre Corporation,United States,2014,4660877,Technology,EDP Services
SAFM,Sanderson Farms Inc.,United States,1987,190648,NA,NA
SAFT,Safety Insurance Group Inc.,United States,2002,48426,Finance,Property-Casualty Insurers
SAGE,Sage Therapeutics Inc.,United States,2014,358335,Health Care,Major Pharmaceuticals
SAIA,Saia Inc.,United States,NA,112596,Transportation,Trucking Freight/Courier Services
SAII,Software Acquisition Group Inc. II Class A,United States,2020,87617,NA,NA
SAL,Salisbury Bancorp Inc.,United States,NA,9776,Finance,Savings Institutions
SALM,Salem Media Group Inc. Class A,United States,1999,433768,Consumer Services,Broadcasting
SAMG,Silvercrest Asset Management Group Inc. Class A,United States,2013,18023,Finance,Investment Managers
SANA,Sana Biotechnology Inc.,United States,2021,322838,Consumer Durables,Specialty Chemicals
SANM,Sanmina Corporation,United States,1993,264505,Technology,Electrical Products
SANW,S&W Seed Company (NV),United States,NA,20445,NA,NA
SASR,Sandy Spring Bancorp Inc.,United States,NA,147332,Finance,Major Banks
SATS,EchoStar  Corporation,United States,NA,327931,Technology,Radio And Television Broadcasting And Communications Equipment
SAVA,Cassava Sciences Inc.,United States,NA,2051816,Health Care,Major Pharmaceuticals
SBAC,SBA Communications Corporation Class A,United States,1999,667392,Consumer Services,Real Estate Investment Trusts
SBCF,Seacoast Banking Corporation of Florida,United States,NA,273943,Finance,Major Banks
SBFG,SB Financial Group Inc.,United States,NA,17476,Finance,Major Banks
SBGI,Sinclair Broadcast Group Inc. Class A,United States,1995,359390,Consumer Services,Broadcasting
SBNY,Signature Bank,United States,2004,905891,Finance,Major Banks
SBRA,Sabra Health Care REIT Inc.,United States,NA,1157583,Consumer Services,Real Estate Investment Trusts
SBSI,Southside Bancshares Inc.,United States,NA,130324,Finance,Major Banks
SBT,Sterling Bancorp Inc.,United States,2017,87599,Finance,Savings Institutions
SBTX,Silverback Therapeutics Inc.,United States,2020,98365,Consumer Durables,Specialty Chemicals
SBUX,Starbucks Corporation,United States,1992,4555110,NA,NA
SCHL,Scholastic Corporation,United States,1992,187974,Consumer Services,Books
SCHN,Schnitzer Steel Industries Inc. Class A,United States,1993,247703,Basic Industries,Steel/Iron Ore
SCKT,Socket Mobile Inc.,United States,NA,429135,Technology,Computer Manufacturing
SCOR,comScore Inc.,United States,2018,262091,Technology,Advertising
SCPH,scPharmaceuticals Inc.,United States,2017,91282,Health Care,Major Pharmaceuticals
SCPL,SciPlay Corporation Class A,United States,2019,432440,Technology,Computer Software: Prepackaged Software
SCPS,Scopus BioPharma Inc.,United States,2020,10141,Health Care,Major Pharmaceuticals
SCSC,ScanSource Inc.,United States,NA,72497,Technology,Retail: Computer Software & Peripheral Equipment
SCVL,Shoe Carnival Inc.,United States,1993,85869,Consumer Services,Clothing/Shoe/Accessory Stores
SCWX,SecureWorks Corp. Class A,United States,2016,39236,Technology,EDP Services
SCYX,SCYNEXIS Inc.,United States,2014,97608,Health Care,Major Pharmaceuticals
SDAC,Sustainable Development Acquisition I Corp. Class A,United States,2021,59883,Finance,Business Services
SDC,SmileDirectClub Inc. Class A,United States,2019,2142776,Health Care,Medical/Dental Instruments
SDGR,Schrodinger Inc.,United States,2020,621071,Technology,Computer Software: Prepackaged Software
SEAC,SeaChange International Inc.,United States,1996,7061175,Technology,Radio And Television Broadcasting And Communications Equipment
SEDG,SolarEdge Technologies Inc.,Israel,2015,772519,Technology,Semiconductors
SEED,Origin Agritech Limited,China,NA,67827,NA,NA
SEEL,Seelos Therapeutics Inc.,United States,NA,5559079,Health Care,Major Pharmaceuticals
SEER,Seer Inc. Class A,United States,2020,408218,Consumer Durables,Specialty Chemicals
SEIC,SEI Investments Company,United States,1981,1250430,Finance,Investment Bankers/Brokers/Service
SELB,Selecta Biosciences Inc.,United States,2016,651531,Health Care,Major Pharmaceuticals
SELF,Global Self Storage Inc.,United States,NA,23163,Consumer Services,Real Estate Investment Trusts
SENEA,Seneca Foods Corp. Class A,United States,NA,28596,Consumer Non-Durables,Packaged Foods
SENEB,Seneca Foods Corp. Class B,United States,NA,258,Consumer Non-Durables,Packaged Foods
SESN,Sesen Bio Inc.,United States,2014,3467008,Health Care,Major Pharmaceuticals
SFBC,Sound Financial Bancorp Inc.,United States,NA,513,Finance,Savings Institutions
SFBS,ServisFirst Bancshares Inc.,United States,2014,239866,Finance,Major Banks
SFIX,Stitch Fix Inc. Class A,United States,2017,1005716,Consumer Services,Catalog/Specialty Distribution
SFM,Sprouts Farmers Market Inc.,United States,2013,1399487,Consumer Non-Durables,Specialty Foods
SFNC,Simmons First National Corporation Class A,United States,NA,665957,Finance,Major Banks
SFST,Southern First Bancshares Inc.,United States,NA,21264,Finance,Major Banks
SFT,Shift Technologies Inc. Class A,United States,2019,778518,Miscellaneous,Diversified Commercial Services
SGA,Saga Communications Inc. Class A (FL),United States,NA,21975,Consumer Services,Broadcasting
SGAM,Seaport Global Acquisition Corp. Class A,United States,2020,100809,NA,NA
SGBX,SG Blocks Inc.,United States,2017,308355,Basic Industries,Metal Fabrications
SGC,Superior Group of Companies Inc.,United States,NA,15611,NA,NA
SGEN,Seagen Inc.,United States,2001,696865,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SGLB,Sigma Labs Inc.,United States,NA,1712362,Technology,EDP Services
SGMA,SigmaTron International Inc.,United States,1994,10318,Technology,Electrical Products
SGMO,Sangamo Therapeutics Inc.,United States,2000,907712,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SGMS,Scientific Games Corp,United States,NA,930522,Consumer Services,Movies/Entertainment
SGRP,SPAR Group Inc.,United States,NA,73867,Miscellaneous,Business Services
SGRY,Surgery Partners Inc.,United States,2015,327501,Health Care,Managed Health Care
SGTX,Sigilon Therapeutics Inc.,United States,2020,41936,Consumer Durables,Specialty Chemicals
SHAC,SCP & CO Healthcare Acquisition Company Class A,United States,2021,48685,NA,NA
SHBI,Shore Bancshares Inc,United States,NA,35983,Finance,Major Banks
SHC,Sotera Health Company,United States,2020,1590887,Health Care,Medical Specialities
SHEN,Shenandoah Telecommunications Co,United States,NA,132522,Public Utilities,Telecommunications Equipment
SHIP,Seanergy Maritime Holdings Corp,Greece,NA,4135707,NA,NA
SHLS,Shoals Technologies Group Inc. Class A,United States,2021,775612,Technology,Semiconductors
